,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,1,0,,Valentino ROSSI,ITA,,Honda,165.9,44'13.182
1,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,2,0,,Max BIAGGI,ITA,,Honda,165.5,+6.445
2,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,3,0,,Loris CAPIROSSI,ITA,,Ducati,165.4,+8.209
3,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,4,0,,Sete GIBERNAU,SPA,,Honda,165.1,+13.209
4,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,5,0,,Troy BAYLISS,AUS,,Ducati,164.5,+23.099
5,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,6,0,,Colin EDWARDS,USA,,Aprilia,164.2,+29.040
6,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,7,0,,Nicky HAYDEN,USA,,Honda,164.1,+29.126
7,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,8,0,,Alex BARROS,BRA,,Yamaha,164.1,+30.526
8,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,9,0,,Shinya NAKANO,JPN,,Yamaha,163.9,+33.447
9,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,10,0,,Carlos CHECA,SPA,,Yamaha,163.5,+40.200
10,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,11,0,,Norick ABE,JPN,,Yamaha,163.2,+44.790
11,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,12,0,,Noriyuki HAGA,JPN,,Aprilia,162.1,+1'03.358
12,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,13,0,,John HOPKINS,USA,,Suzuki,162.0,+1'03.950
13,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,14,0,,Kenny ROBERTS JR,USA,,Suzuki,162.0,+1'04.085
14,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,15,0,,Olivier JACQUE,FRA,,Yamaha,161.7,+1'09.990
15,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,16,0,,Garry McCOY,AUS,,Kawasaki,161.3,+1'16.572
16,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,17,0,,Andrew PITT,AUS,,Kawasaki,161.2,+1'17.380
17,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,18,0,,Akira YANAGAWA,JPN,,Kawasaki,160.9,+1'23.605
18,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,19,0,,Tamaki SERIZAWA,JPN,,MD211VF PROTO,160.2,+1'35.459
19,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,20,0,,Tohru UKAWA,JPN,,Honda,158.9,+1'57.128
20,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,MotoGP,RAC,"April,04,2003",n/a,n/a,n/a,n/a,crash,0,,Daijiro KATO,JPN,,Honda,160.4,19 Laps
21,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,1,0,,Manuel POGGIALI,RSM,,Aprilia,159.6,41'36.284
22,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,2,0,,Hiroshi AOYAMA,JPN,,Honda,159.5,+1.373
23,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,3,0,,Yuki TAKAHASHI,JPN,,Honda,159.5,+1.496
24,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,4,0,,Sebastian PORTO,ARG,,Honda,159.5,+1.700
25,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,5,0,,Franco BATTAINI,ITA,,Aprilia,158.8,+11.771
26,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,6,0,,Fonsi NIETO,SPA,,Aprilia,158.7,+13.220
27,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,7,0,,Roberto ROLFO,ITA,,Honda,158.7,+13.497
28,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,8,0,,Naoki MATSUDO,JPN,,Yamaha,158.7,+14.027
29,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,9,0,,Tekkyu KAYO,JPN,,Yamaha,158.0,+24.546
30,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,10,0,,Sylvain GUINTOLI,FRA,,Aprilia,156.9,+42.722
31,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,11,0,,Alex DEBON,SPA,,Honda,156.9,+43.246
32,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,12,0,,Erwan NIGON,FRA,,Aprilia,156.6,+47.871
33,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,13,0,,Joan OLIVE,SPA,,Aprilia,155.3,+1'09.405
34,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,14,0,,Johan STIGEFELT,SWE,,Aprilia,155.2,+1'09.779
35,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,15,0,,Jakub SMRZ,CZE,,Honda,154.6,+1'21.048
36,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,16,0,,Eric BATAILLE,FRA,,Honda,154.5,+1'21.788
37,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,17,0,,Jaroslav HULES,CZE,,Yamaha,153.7,+1'35.538
38,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,18,0,,Chaz DAVIES,GBR,,Aprilia,153.5,+1'38.489
39,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,19,0,,Henk vd LAGEMAAT,NED,,Honda,153.3,+1'41.507
40,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,20,0,,Katja POENSGEN,GER,,Honda,147.4,1 Lap
41,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,250cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,crash,0,,Tomoyoshi KOYAMA,JPN,,Yamaha,,19 Laps
42,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,1,0,,Stefano PERUGINI,ITA,,Aprilia,153.8,40'53.083
43,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,2,0,,Mirko GIANSANTI,ITA,,Aprilia,153.8,+0.037
44,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,3,0,,Steve JENKNER,GER,,Aprilia,153.8,+1.033
45,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,4,0,,Lucio CECCHINELLO,ITA,,Aprilia,153.4,+6.701
46,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,5,0,,Andrea DOVIZIOSO,ITA,,Honda,153.3,+8.594
47,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,6,0,,Youichi UI,JPN,,Aprilia,153.3,+8.940
48,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,7,0,,Pablo NIETO,SPA,,Aprilia,153.3,+9.083
49,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,8,0,,Dani PEDROSA,SPA,,Honda,152.4,+22.993
50,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,9,0,,Thomas LUTHI,SWI,,Honda,151.8,+33.708
51,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,10,0,,Gino BORSOI,ITA,,Aprilia,151.7,+34.234
52,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,11,0,,Mika KALLIO,FIN,,Honda,151.7,+34.280
53,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,12,0,,Simone CORSI,ITA,,Honda,151.7,+35.245
54,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,13,0,,Max SABBATANI,ITA,,Aprilia,151.6,+35.818
55,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,14,0,,Gabor TALMACSI,HUN,,Aprilia,151.6,+35.945
56,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,15,0,,Gioele PELLINO,ITA,,Aprilia,151.6,+36.307
57,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,16,0,,Fabrizio LAI,ITA,,Malaguti,151.2,+42.964
58,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,17,0,,Masao AZUMA,JPN,,Honda,151.2,+43.063
59,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,18,0,,Alvaro BAUTISTA,SPA,,Aprilia,150.7,+51.526
60,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,19,0,,Julian SIMON,SPA,,Malaguti,150.3,+57.880
61,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,20,0,,Toshihisa KUZUHARA,JPN,,Honda,150.3,+58.129
62,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,21,0,,Marco SIMONCELLI,ITA,,Aprilia,150.3,+58.412
63,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,22,0,,Mike DI MEGLIO,FRA,,Aprilia,149.2,+1'16.078
64,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,23,0,,Roberto LOCATELLI,ITA,,KTM,149.2,+1'17.164
65,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,24,0,,Imre TOTH,HUN,,Honda,148.9,+1'21.140
66,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,25,0,,Christopher MARTIN,GBR,,Aprilia,148.9,+1'21.384
67,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,26,0,,Leon CAMIER,GBR,,Honda,146.9,+1'56.001
68,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,27,0,,Akio TANAKA,JPN,,Honda,144.0,1 Lap
69,2003,JPN,JAPANESE GRAND PRIX - Suzuka Circuit,125cc,RAC,"April,04,2003",n/a,n/a,n/a,n/a,crash,0,,Sadahito SUMA,JPN,,Honda,137.7,17 Laps
70,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,1,0,,Sete GIBERNAU,SPA,,Honda,161.3,44'10.398
71,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,2,0,,Valentino ROSSI,ITA,,Honda,161.3,+0.363
72,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,3,0,,Max BIAGGI,ITA,,Honda,161.0,+5.073
73,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,4,0,,Troy BAYLISS,AUS,,Ducati,160.6,+12.606
74,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,5,0,,Alex BARROS,BRA,,Yamaha,160.2,+18.930
75,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,6,0,,Tohru UKAWA,JPN,,Honda,160.2,+19.113
76,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,7,0,,Nicky HAYDEN,USA,,Honda,160.1,+20.156
77,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,8,0,,Norick ABE,JPN,,Yamaha,160.1,+20.870
78,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,9,0,,Carlos CHECA,SPA,,Yamaha,160.0,+22.125
79,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,10,0,,Olivier JACQUE,FRA,,Yamaha,159.8,+25.218
80,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,11,0,,Shinya NAKANO,JPN,,Yamaha,159.2,+35.903
81,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,12,0,,Nobuatsu AOKI,JPN,,Proton KR,159.0,+39.258
82,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,13,0,,John HOPKINS,USA,,Suzuki,158.3,+50.230
83,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,14,0,,Makoto TAMADA,JPN,,Honda,157.7,+1'01.441
84,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,15,0,,Kenny ROBERTS JR,USA,,Suzuki,157.5,+1'04.142
85,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,16,0,,Andrew PITT,AUS,,Kawasaki,156.4,+1'23.083
86,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,17,0,,Garry McCOY,AUS,,Kawasaki,154.6,1 Lap
87,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,MotoGP,RAC,"April,25,2003",n/a,n/a,n/a,n/a,crash,0,,Colin EDWARDS,USA,,Aprilia,,28 Laps
88,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,1,0,,Manuel POGGIALI,RSM,,Aprilia,156.7,42'14.305
89,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,2,0,,Randy DE PUNIET,FRA,,Aprilia,156.6,+0.615
90,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,3,0,,Franco BATTAINI,ITA,,Aprilia,156.3,+5.641
91,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,4,0,,Sebastian PORTO,ARG,,Honda,155.9,+12.147
92,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,5,0,,Roberto ROLFO,ITA,,Honda,155.9,+12.967
93,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,6,0,,Anthony WEST,AUS,,Aprilia,155.5,+19.569
94,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,7,0,,Fonsi NIETO,SPA,,Aprilia,155.3,+23.080
95,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,8,0,,Toni ELIAS,SPA,,Aprilia,155.0,+27.296
96,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,9,0,,Sylvain GUINTOLI,FRA,,Aprilia,154.8,+30.187
97,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,10,0,,Naoki MATSUDO,JPN,,Yamaha,154.8,+31.447
98,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,11,0,,Hector FAUBEL,SPA,,Aprilia,154.7,+31.511
99,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,12,0,,Alex BALDOLINI,ITA,,Aprilia,154.3,+39.311
100,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,13,0,,Eric BATAILLE,FRA,,Honda,154.2,+40.209
101,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,14,0,,Johan STIGEFELT,SWE,,Aprilia,153.8,+46.756
102,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,15,0,,Chaz DAVIES,GBR,,Aprilia,153.4,+54.833
103,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,16,0,,Jaroslav HULES,CZE,,Yamaha,152.9,+1'02.623
104,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,17,0,,Erwan NIGON,FRA,,Aprilia,152.5,+1'09.165
105,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,18,0,,Christian GEMMEL,GER,,Honda,152.1,+1'16.891
106,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,19,0,,Henk vd LAGEMAAT,NED,,Honda,149.3,1 Lap
107,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,250cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,crash,0,,Alex DEBON,SPA,,Honda,,0 Lap
108,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,1,0,,Dani PEDROSA,SPA,,Honda,149.8,40'46.694
109,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,2,0,,Andrea DOVIZIOSO,ITA,,Honda,149.8,+0.356
110,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,3,0,,Steve JENKNER,GER,,Aprilia,149.8,+0.548
111,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,4,0,,Youichi UI,JPN,,Aprilia,149.8,+0.754
112,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,5,0,,Pablo NIETO,SPA,,Aprilia,149.7,+0.839
113,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,6,0,,Alex DE ANGELIS,RSM,,Aprilia,149.7,+1.965
114,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,7,0,,Mika KALLIO,FIN,,Honda,148.9,+13.997
115,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,8,0,,Lucio CECCHINELLO,ITA,,Aprilia,148.9,+14.790
116,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,9,0,,Masao AZUMA,JPN,,Honda,148.8,+16.790
117,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,10,0,,Casey STONER,AUS,,Aprilia,148.5,+20.649
118,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,11,0,,Gino BORSOI,ITA,,Aprilia,148.5,+21.809
119,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,12,0,,Arnaud VINCENT,FRA,,KTM,148.5,+22.015
120,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,13,0,,Hector BARBERA,SPA,,Aprilia,148.4,+23.814
121,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,14,0,,Simone CORSI,ITA,,Honda,148.4,+23.871
122,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,15,0,,Mirko GIANSANTI,ITA,,Aprilia,148.3,+24.786
123,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,16,0,,Gioele PELLINO,ITA,,Aprilia,147.4,+39.565
124,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,17,0,,Thomas LUTHI,SWI,,Honda,147.3,+42.280
125,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,18,0,,Fabrizio LAI,ITA,,Malaguti,147.2,+42.379
126,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,19,0,,Gabor TALMACSI,HUN,,Aprilia,146.7,+51.145
127,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,20,0,,Marco SIMONCELLI,ITA,,Aprilia,146.7,+51.186
128,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,21,0,,Stefano BIANCO,ITA,,Gilera,146.6,+53.316
129,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,22,0,,Mike DI MEGLIO,FRA,,Aprilia,146.5,+55.253
130,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,23,0,,Emilio ALZAMORA,SPA,,Derbi,146.4,+56.952
131,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,24,0,,Jorge LORENZO,SPA,,Derbi,146.4,+57.035
132,2003,RSA,SOUTH AFRICAN GRAND PRIX - Phakisa Freeway,125cc,RAC,"April,25,2003",n/a,n/a,n/a,n/a,25,0,,Alvaro BAUTISTA,SPA,,Aprilia,146.3,+58.109
